team,odds,week
+129,-153,9
+117,-139,9
+283,-360,9
+138,-164,9
+202,-248,9
+126,-150,9
+270,-339,9
+180,-221,9
+137,-163,9
-153,129,9
+134,-158,9
+131,-154,9
+128,-151,9
-156,132,9
