team,odds,week
+158,-189,11
+168,-202,11
+387,-522,11
-584,425,11
-174,146,11
+359,-474,11
+230,-285,11
+165,-197,11
+487,-697,11
+428,-590,11
-116,-104,11
+253,-321,11
+122,-142,11
+129,-153,11
