team,odds,week
+218,-270,14
+199,-241,14
-171,144,14
-123,103,14
-293,235,14
+263,-338,14
+102,-122,14
+117,-138,14
-154,130,14
+423,-581,14
+118,-140,14
+128,-151,14
+151,-179,14
+596,-895,14
-285,229,14
