team,odds,week
+147,-175,10
-123,102,10
+211,-261,10
+139,-165,10
+239,-300,10
-167,141,10
-105,-115,10
-143,120,10
-114,-105,10
-124,105,10
+783,-1314,10
+217,-270,10
-127,106,10
+290,-370,10
